0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
"Productivity and
Business
Processes",,$,"24,811",,,$,11,,,$,(47,),,$,"24,775",,,$,0,,,$,2,,,$,"24,777",
