0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Marketing-related,,$,"16,500",,,$,"(3,101",),,$,"13,399",,,$,"4,935",,,$,"(2,473",),,$,"2,462",
