0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"Total debt
investments",,,,,,$,"68,209",,,$,38,,,$,"(3,348",),,$,"64,899",,,$,"6,183",,,$,"57,216",,,$,"1,500",
