0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total,,$,"44,509",(a),,$,"(16,912",),,$,"27,597",,,$,"23,490",,,$,"(14,124",),,$,"9,366",
