0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"U.S. government and agency
securities",,$,"7,950",,,$,(336,),,$,"45,273",,,$,"(3,534",),,$,"53,223",,,$,"(3,870",)
